0.01 -7.340725491969416e-06 -1.841420125692805e-05 -2.784947903284477e-05 -1.453494308397986e-05 6.23504810495288e-06 -1.007510566088133e-05 2.550313967985435e-05
0.01004269816761435 -7.403545189383892e-06 -1.857178420075427e-05 -2.808780541977698e-05 -1.465932635875393e-05 6.288407742862529e-06 -1.016132575532765e-05 2.572138913868426e-05
0.01008557864858046 -7.466902467977132e-06 -1.873071566136052e-05 -2.832817127390011e-05 -1.478477400621379e-05 6.342224041475974e-06 -1.024828368738001e-05 2.594150629593521e-05
0.01012864222134294 -7.530801927930043e-06 -1.889100717819553e-05 -2.857059404701733e-05 -1.491129513369788e-05 6.396500909111038e-06 -1.033598577096948e-05 2.616350713424245e-05
0.0101718896676702 -7.595248208784986e-06 -1.90526703894444e-05 -2.881509134025317e-05 -1.503889892645954e-05 6.451242287537098e-06 -1.042443837405428e-05 2.638740777300359e-05
0.01021532177266869 -7.660245989782503e-06 -1.921571703287316e-05 -2.906168090533073e-05 -1.516759464833348e-05 6.506452152261554e-06 -1.051364791908245e-05 2.661322446954667e-05
0.01025893932479708 -7.725799990200928e-06 -1.938015894668069e-05 -2.931038064586014e-05 -1.52973916424078e-05 6.562134512818613e-06 -1.060362088345713e-05 2.684097362031351e-05
0.01030274311588064 -7.791914969698862e-06 -1.954600807035788e-05 -2.956120861863769e-05 -1.542829933170185e-05 6.618293413060518e-06 -1.069436380000771e-05 2.707067176204942e-05
0.01034673394112558 -7.85859572866079e-06 -1.971327644555433e-05 -2.981418303495643e-05 -1.556032721984975e-05 6.674932931451313e-06 -1.078588325746321e-05 2.730233557300147e-05
0.01039091259913351 -7.925847108545303e-06 -1.988197621695212e-05 -3.006932226192769e-05 -1.569348489178993e-05 6.732057181363251e-06 -1.087818590093127e-05 2.753598187413068e-05
0.01043527989191589 -7.993673992236575e-06 -2.005211963314726e-05 -3.032664482381405e-05 -1.582778201446032e-05 6.789670311375501e-06 -1.097127843237993e-05 2.777162763033268e-05
0.01047983662490866 -8.062081304398794e-06 -2.02237190475388e-05 -3.058616940337369e-05 -1.596322833749982e-05 6.847776505575542e-06 -1.106516761112473e-05 2.80092899516711e-05
0.01052458360698679 -8.131074011833514e-06 -2.039678691922523e-05 -3.084791484321613e-05 -1.60998336939554e-05 6.906379983863178e-06 -1.115986025431827e-05 2.824898609461575e-05
0.01056952165047902 -8.200657123840173e-06 -2.057133581390877e-05 -3.111190014716977e-05 -1.623760800099547e-05 6.965485002257223e-06 -1.12553632374463e-05 2.849073346329809e-05
0.01061465157118259 -8.270835692579653e-06 -2.074737840480736e-05 -3.137814448166089e-05 -1.637656126062937e-05 7.025095853204381e-06 -1.135168349482623e-05 2.87345496107749e-05
0.01065997418837801 -8.34161481344096e-06 -2.092492747357438e-05 -3.164666717710462e-05 -1.65167035604328e-05 7.085216865891411e-06 -1.144882802011033e-05 2.898045224030084e-05
